fecha,pala,horas_Operativo,horas_Demora,horas_Malogrado,horas_totales,disponibilidad_%,produccion_total,perdida_total,perdida_Demora,perdida_Malogrado
2025-04-09,SH010,20.57,2.17,1.27,24.0,85.69,121425.6,20270.4,12792.0,7478.4
2025-04-09,SH011,21.17,2.5,0.33,24.0,88.19,110066.66,14733.33,13000.0,1733.33
2025-04-09,SH012,22.2,1.63,0.17,24.0,92.5,115440.0,9360.0,8493.33,866.67
2025-04-09,SH013,21.02,2.4,0.58,24.0,87.57,109286.66,15513.32,12479.99,3033.33
2025-04-09,SH014,21.43,2.57,0.0,24.0,89.31,111453.35,13346.67,13346.67,0.0
2025-04-09,SH015,20.38,3.35,0.27,24.0,84.93,105993.33,18806.66,17419.99,1386.67
2025-04-10,SH001,17.5,0.35,6.15,24.0,72.92,103320.0,38376.0,2066.4,36309.6
2025-04-10,SH002,21.25,0.98,1.77,24.0,88.54,125460.0,16236.0,5805.6,10430.4
2025-04-10,SH003,19.08,1.98,2.93,24.0,79.51,112668.0,29028.0,11709.6,17318.4
2025-04-10,SH004,20.37,3.43,0.2,24.0,84.86,120244.8,21451.2,20270.4,1180.8
2025-04-10,SH005,21.3,2.7,0.0,24.0,88.75,125755.2,15940.8,15940.8,0.0
2025-04-10,SH006,21.73,1.43,0.83,24.0,90.56,128313.6,13382.4,8462.4,4920.0
2025-04-10,SH007,20.0,3.3,0.7,24.0,83.33,118080.0,23616.0,19483.2,4132.8
2025-04-10,SH008,22.3,1.7,0.0,24.0,92.92,131659.2,10036.8,10036.8,0.0
2025-04-10,SH009,22.33,1.67,0.0,24.0,93.06,131856.0,9840.0,9840.0,0.0
2025-04-10,SH010,18.28,4.07,1.65,24.0,76.18,107944.8,33751.2,24009.6,9741.6
2025-04-10,SH011,21.72,1.17,1.12,24.0,90.49,112926.64,11873.34,6066.67,5806.67
2025-04-10,SH012,21.02,2.98,0.0,24.0,87.57,109286.67,15513.34,15513.34,0.0
2025-04-10,SH013,20.33,3.12,0.55,24.0,84.72,105733.34,19066.66,16206.66,2860.0
2025-04-10,SH014,22.42,1.38,0.2,24.0,93.4,116566.65,8233.33,7193.33,1040.0
2025-04-10,SH015,20.03,1.72,2.25,24.0,83.47,104173.33,20626.66,8926.66,11700.0
2025-04-11,SH001,21.05,2.27,0.68,24.0,87.71,124279.2,17416.8,13382.4,4034.4
2025-04-11,SH002,20.62,1.1,2.28,24.0,85.9,121720.8,19975.2,6494.4,13480.8
2025-04-11,SH003,22.92,1.08,0.0,24.0,95.49,135300.0,6396.0,6396.0,0.0
2025-04-11,SH004,21.08,0.93,1.98,24.0,87.85,124476.0,17220.0,5510.4,11709.6
2025-04-11,SH005,22.17,0.7,1.13,24.0,92.36,130872.0,10824.0,4132.8,6691.2
2025-04-11,SH006,17.25,4.27,2.48,24.0,71.87,101844.0,39852.0,25190.4,14661.6
2025-04-11,SH007,21.5,1.55,0.95,24.0,89.58,126936.0,14760.0,9151.2,5608.8
2025-04-11,SH008,19.58,3.23,1.18,24.0,81.6,115620.0,26076.0,19089.6,6986.4
2025-04-11,SH009,22.15,1.68,0.17,24.0,92.29,130773.6,10922.4,9938.4,984.0
2025-04-11,SH010,18.4,3.65,1.95,24.0,76.67,108633.6,33062.4,21549.6,11512.8
2025-04-11,SH011,23.1,0.7,0.2,24.0,96.25,120119.98,4680.0,3640.0,1040.0
2025-04-11,SH012,19.98,4.02,0.0,24.0,83.26,103913.34,20886.66,20886.66,0.0
2025-04-11,SH013,20.43,2.42,1.15,24.0,85.14,106253.35,18546.67,12566.67,5980.0
2025-04-11,SH014,17.47,2.43,4.1,24.0,72.78,90826.66,33973.34,12653.34,21320.0
2025-04-11,SH015,21.57,1.5,0.93,24.0,89.86,112146.66,12653.32,7799.99,4853.33
2025-04-12,SH001,21.6,1.48,0.92,24.0,90.0,127526.4,14169.6,8757.6,5412.0
2025-04-12,SH002,22.52,1.48,0.0,24.0,93.82,132938.4,8757.6,8757.6,0.0
2025-04-12,SH003,22.05,1.95,0.0,24.0,91.87,130183.2,11512.8,11512.8,0.0
2025-04-12,SH004,19.47,0.83,3.7,24.0,81.11,114931.2,26764.8,4920.0,21844.8
2025-04-12,SH005,21.0,2.4,0.6,24.0,87.5,123984.0,17712.0,14169.6,3542.4
2025-04-12,SH006,22.02,1.73,0.25,24.0,91.74,129986.4,11709.6,10233.6,1476.0
2025-04-12,SH007,20.93,2.27,0.8,24.0,87.22,123590.4,18105.6,13382.4,4723.2
2025-04-12,SH008,19.87,1.83,2.3,24.0,82.78,117292.8,24403.2,10824.0,13579.2
2025-04-12,SH009,16.92,1.1,5.98,24.0,70.49,99876.0,41820.0,6494.4,35325.6
2025-04-12,SH010,22.5,1.17,0.33,24.0,93.75,132840.0,8856.0,6888.0,1968.0
2025-04-12,SH011,18.18,1.27,4.55,24.0,75.76,94553.33,30246.67,6586.67,23660.0
2025-04-12,SH012,18.08,5.52,0.4,24.0,75.35,94033.33,30766.67,28686.67,2080.0
2025-04-12,SH013,20.55,1.78,1.67,24.0,85.62,106860.0,17940.0,9273.33,8666.67
2025-04-12,SH014,22.35,1.65,0.0,24.0,93.12,116220.0,8580.0,8580.0,0.0
2025-04-12,SH015,20.98,3.02,0.0,24.0,87.43,109113.35,15686.67,15686.67,0.0
2025-04-13,SH001,21.05,0.85,2.1,24.0,87.71,124279.2,17416.8,5018.4,12398.4
2025-04-13,SH002,18.73,4.25,1.02,24.0,78.06,110601.6,31094.4,25092.0,6002.4
2025-04-13,SH003,17.58,5.17,1.25,24.0,73.26,103812.0,37884.0,30504.0,7380.0
2025-04-13,SH004,20.02,3.43,0.55,24.0,83.4,118178.4,23517.6,20270.4,3247.2
2025-04-13,SH005,23.37,0.63,0.0,24.0,97.36,137956.8,3739.2,3739.2,0.0
2025-04-13,SH006,22.48,0.85,0.67,24.0,93.68,132741.6,8954.4,5018.4,3936.0
2025-04-13,SH007,17.47,2.83,3.7,24.0,72.78,103123.2,38572.8,16728.0,21844.8
2025-04-13,SH008,21.62,1.88,0.5,24.0,90.07,127624.8,14071.2,11119.2,2952.0
2025-04-13,SH009,21.83,0.53,1.63,24.0,90.97,128904.0,12792.0,3148.8,9643.2
2025-04-13,SH010,21.22,2.78,0.0,24.0,88.4,125263.2,16432.8,16432.8,0.0
2025-04-13,SH011,21.17,0.0,2.83,24.0,88.19,110066.67,14733.34,0.0,14733.34
2025-04-13,SH012,19.32,0.9,3.78,24.0,80.49,100446.67,24353.33,4680.0,19673.33
2025-04-13,SH013,23.23,0.77,0.0,24.0,96.81,120813.31,3986.67,3986.67,0.0
2025-04-13,SH014,15.2,4.03,4.77,24.0,63.33,79039.99,45759.99,20973.32,24786.67
2025-04-13,SH015,18.85,4.98,0.17,24.0,78.54,98020.0,26780.0,25913.33,866.67
2025-04-14,SH001,19.08,4.92,0.0,24.0,79.51,112668.0,29028.0,29028.0,0.0
2025-04-14,SH002,18.78,1.7,3.52,24.0,78.26,110896.8,30799.2,10036.8,20762.4
2025-04-14,SH003,17.52,0.43,6.05,24.0,72.99,103418.4,38277.6,2558.4,35719.2
2025-04-14,SH004,23.35,0.65,0.0,24.0,97.29,137858.4,3837.6,3837.6,0.0
2025-04-14,SH005,16.2,3.33,4.47,24.0,67.5,95644.8,46051.2,19680.0,26371.2
2025-04-14,SH006,20.03,2.58,1.38,24.0,83.47,118276.8,23419.2,15252.0,8167.2
2025-04-14,SH007,21.52,0.75,1.73,24.0,89.65,127034.4,14661.6,4428.0,10233.6
2025-04-14,SH008,22.13,1.38,0.48,24.0,92.22,130675.2,11020.8,8167.2,2853.6
2025-04-14,SH009,21.2,2.63,0.17,24.0,88.33,125164.8,16531.2,15547.2,984.0
2025-04-14,SH010,17.17,2.27,4.57,24.0,71.53,101352.0,40344.0,13382.4,26961.6
2025-04-14,SH011,21.85,1.7,0.45,24.0,91.04,113620.02,11179.99,8839.99,2340.0
2025-04-14,SH012,23.25,0.33,0.42,24.0,96.88,120900.0,3900.0,1733.33,2166.67
2025-04-14,SH013,20.78,3.22,0.0,24.0,86.6,108073.35,16726.67,16726.67,0.0
2025-04-14,SH014,21.77,0.82,1.42,24.0,90.69,113186.66,11613.34,4246.67,7366.67
2025-04-14,SH015,22.37,1.47,0.17,24.0,93.19,116306.66,8493.34,7626.67,866.67
2025-04-15,SH001,20.6,1.82,1.58,24.0,85.83,121622.4,20073.6,10725.6,9348.0
2025-04-15,SH002,20.05,2.55,1.4,24.0,83.54,118375.2,23320.8,15055.2,8265.6
2025-04-15,SH003,21.45,1.23,1.32,24.0,89.37,126640.8,15055.2,7281.6,7773.6
2025-04-15,SH004,19.7,2.65,1.65,24.0,82.08,116308.8,25387.2,15645.6,9741.6
2025-04-15,SH005,21.38,2.62,0.0,24.0,89.1,126247.2,15448.8,15448.8,0.0
2025-04-15,SH006,22.08,1.92,0.0,24.0,92.01,130380.0,11316.0,11316.0,0.0
2025-04-15,SH007,18.83,3.67,1.5,24.0,78.47,111192.0,30504.0,21648.0,8856.0
2025-04-15,SH008,19.0,1.3,3.7,24.0,79.17,112176.0,29520.0,7675.2,21844.8
2025-04-15,SH009,22.92,1.08,0.0,24.0,95.49,135300.0,6396.0,6396.0,0.0
2025-04-15,SH010,20.78,2.3,0.92,24.0,86.6,122704.8,18991.2,13579.2,5412.0
2025-04-15,SH011,17.02,2.95,4.03,24.0,70.9,88486.66,36313.32,15339.99,20973.33
2025-04-15,SH012,16.37,4.22,3.42,24.0,68.19,85106.68,39693.33,21926.66,17766.67
2025-04-15,SH013,21.63,1.85,0.52,24.0,90.14,112493.35,12306.67,9620.0,2686.67
2025-04-15,SH014,21.88,2.12,0.0,24.0,91.18,113793.34,11006.67,11006.67,0.0
2025-04-15,SH015,20.87,1.55,1.58,24.0,86.94,108506.65,16293.34,8060.0,8233.34
2025-04-16,SH001,21.55,1.78,0.67,24.0,89.79,127231.2,14464.8,10528.8,3936.0
2025-04-16,SH002,21.77,1.97,0.27,24.0,90.69,128510.4,13185.6,11611.2,1574.4
2025-04-16,SH003,23.83,0.0,0.17,24.0,99.31,140712.0,984.0,0.0,984.0
2025-04-16,SH004,19.3,4.7,0.0,24.0,80.42,113947.2,27748.8,27748.8,0.0
2025-04-16,SH005,22.58,1.23,0.18,24.0,94.1,133332.0,8364.0,7281.6,1082.4
2025-04-16,SH006,20.48,1.5,2.02,24.0,85.35,120933.6,20762.4,8856.0,11906.4
2025-04-16,SH007,22.78,0.65,0.57,24.0,94.93,134512.8,7183.2,3837.6,3345.6
2025-04-16,SH008,21.75,2.08,0.17,24.0,90.62,128412.0,13284.0,12300.0,984.0
2025-04-16,SH009,23.18,0.65,0.17,24.0,96.6,136874.4,4821.6,3837.6,984.0
2025-04-16,SH010,20.33,1.57,2.1,24.0,84.72,120048.0,21648.0,9249.6,12398.4
2025-04-16,SH011,22.48,1.35,0.17,24.0,93.68,116913.35,7886.67,7020.0,866.67
2025-04-16,SH012,20.07,2.05,1.88,24.0,83.61,104346.67,20453.33,10660.0,9793.33
2025-04-16,SH013,21.3,1.72,0.98,24.0,88.75,110759.99,14039.99,8926.66,5113.33
2025-04-16,SH014,21.77,2.07,0.17,24.0,90.69,113186.67,11613.33,10746.66,866.67
2025-04-16,SH015,23.67,0.0,0.33,24.0,98.61,123066.67,1733.33,0.0,1733.33
2025-04-17,SH001,18.62,3.45,1.93,24.0,77.57,109912.8,31783.2,20368.8,11414.4
2025-04-17,SH002,20.63,1.13,2.23,24.0,85.97,121819.2,19876.8,6691.2,13185.6
2025-04-17,SH003,20.62,1.55,1.83,24.0,85.9,121720.8,19975.2,9151.2,10824.0
2025-04-17,SH004,20.13,2.35,1.52,24.0,83.89,118867.2,22828.8,13874.4,8954.4
2025-04-17,SH005,18.52,4.12,1.37,24.0,77.15,109322.4,32373.6,24304.8,8068.8
2025-04-17,SH006,18.5,3.72,1.78,24.0,77.08,109224.0,32472.0,21943.2,10528.8
2025-04-17,SH007,19.92,1.97,2.12,24.0,82.99,117588.0,24108.0,11611.2,12496.8
2025-04-17,SH008,22.35,0.65,1.0,24.0,93.13,131954.4,9741.6,3837.6,5904.0
2025-04-17,SH009,22.95,1.05,0.0,24.0,95.63,135496.8,6199.2,6199.2,0.0
2025-04-17,SH010,22.45,1.38,0.17,24.0,93.54,132544.8,9151.2,8167.2,984.0
2025-04-17,SH011,19.52,2.25,2.23,24.0,81.32,101486.68,23313.33,11699.99,11613.34
2025-04-17,SH012,21.45,1.58,0.97,24.0,89.37,111540.01,13260.01,8233.34,5026.67
2025-04-17,SH013,18.23,2.62,3.15,24.0,75.97,94813.34,29986.67,13606.67,16380.0
2025-04-17,SH014,19.98,2.42,1.6,24.0,83.26,103913.33,20886.67,12566.67,8320.0
2025-04-17,SH015,21.38,1.65,0.97,24.0,89.1,111193.33,13606.67,8580.0,5026.67
2025-04-18,SH001,18.1,0.75,5.15,24.0,75.42,106862.4,34833.6,4428.0,30405.6
2025-04-18,SH002,18.85,1.28,3.87,24.0,78.54,111290.4,30405.6,7576.8,22828.8
2025-04-18,SH003,19.28,1.5,3.22,24.0,80.35,113848.8,27847.2,8856.0,18991.2
2025-04-18,SH004,20.2,3.05,0.75,24.0,84.17,119260.8,22435.2,18007.2,4428.0
2025-04-18,SH005,22.07,0.67,1.27,24.0,91.94,130281.6,11414.4,3936.0,7478.4
2025-04-18,SH006,19.67,3.8,0.53,24.0,81.94,116112.0,25584.0,22435.2,3148.8
2025-04-18,SH007,18.0,3.52,2.48,24.0,75.0,106272.0,35424.0,20762.4,14661.6
2025-04-18,SH008,21.55,1.72,0.73,24.0,89.79,127231.2,14464.8,10135.2,4329.6
2025-04-18,SH009,15.9,1.82,6.28,24.0,66.25,93873.6,47822.4,10725.6,37096.8
2025-04-18,SH010,21.9,1.82,0.28,24.0,91.25,129297.6,12398.4,10725.6,1672.8
2025-04-18,SH011,22.78,0.3,0.92,24.0,94.93,118473.34,6326.67,1560.0,4766.67
2025-04-18,SH012,19.53,2.32,2.15,24.0,81.39,101573.32,23226.67,12046.67,11180.0
2025-04-18,SH013,20.22,2.95,0.83,24.0,84.24,105126.68,19673.33,15339.99,4333.34
2025-04-18,SH014,23.02,0.98,0.0,24.0,95.9,119686.68,5113.33,5113.33,0.0
2025-04-18,SH015,21.28,2.05,0.67,24.0,88.68,110673.32,14126.67,10660.0,3466.67
2025-04-19,SH001,21.43,0.53,2.03,24.0,89.31,126542.4,15153.6,3148.8,12004.8
2025-04-19,SH002,21.75,1.13,1.12,24.0,90.62,128412.0,13284.0,6691.2,6592.8
2025-04-19,SH003,20.9,2.7,0.4,24.0,87.08,123393.6,18302.4,15940.8,2361.6
2025-04-19,SH004,18.43,1.05,4.52,24.0,76.81,108830.4,32865.6,6199.2,26666.4
2025-04-19,SH005,23.17,0.65,0.18,24.0,96.53,136776.0,4920.0,3837.6,1082.4
2025-04-19,SH006,19.12,2.92,1.97,24.0,79.65,112864.8,28831.2,17220.0,11611.2
2025-04-19,SH007,19.07,1.87,3.07,24.0,79.44,112569.6,29126.4,11020.8,18105.6
2025-04-19,SH008,23.65,0.35,0.0,24.0,98.54,139629.6,2066.4,2066.4,0.0
2025-04-19,SH009,21.87,0.87,1.27,24.0,91.11,129100.8,12595.2,5116.8,7478.4
2025-04-19,SH010,21.52,1.28,1.2,24.0,89.65,127034.4,14661.6,7576.8,7084.8
2025-04-19,SH011,18.25,3.65,2.1,24.0,76.04,94900.0,29900.01,18980.01,10920.0
2025-04-19,SH012,23.78,0.22,0.0,24.0,99.1,123673.32,1126.67,1126.67,0.0
2025-04-19,SH013,23.52,0.48,0.0,24.0,97.99,122286.67,2513.33,2513.33,0.0
2025-04-19,SH014,17.95,3.23,2.82,24.0,74.79,93340.0,31460.0,16813.33,14646.67
2025-04-19,SH015,20.38,3.62,0.0,24.0,84.93,105993.33,18806.65,18806.65,0.0
2025-04-20,SH001,16.58,2.6,4.82,24.0,69.1,97908.0,43788.0,15350.4,28437.6
2025-04-20,SH002,21.13,1.3,1.57,24.0,88.06,124771.2,16924.8,7675.2,9249.6
2025-04-20,SH003,18.33,0.88,4.78,24.0,76.39,108240.0,33456.0,5215.2,28240.8
2025-04-20,SH004,17.22,2.25,4.53,24.0,71.74,101647.2,40048.8,13284.0,26764.8
2025-04-20,SH005,21.73,1.82,0.45,24.0,90.56,128313.6,13382.4,10725.6,2656.8
2025-04-20,SH006,21.43,2.18,0.38,24.0,89.31,126542.4,15153.6,12890.4,2263.2
2025-04-20,SH007,22.12,1.88,0.0,24.0,92.15,130576.8,11119.2,11119.2,0.0
2025-04-20,SH008,20.7,1.98,1.32,24.0,86.25,122212.8,19483.2,11709.6,7773.6
2025-04-20,SH009,20.7,1.52,1.78,24.0,86.25,122212.8,19483.2,8954.4,10528.8
2025-04-20,SH010,16.35,4.45,3.2,24.0,68.12,96530.4,45165.6,26272.8,18892.8
2025-04-20,SH011,19.78,3.43,0.78,24.0,82.43,102873.32,21926.67,17853.33,4073.34
2025-04-20,SH012,21.07,1.68,1.25,24.0,87.78,109546.68,15253.33,8753.33,6500.0
2025-04-20,SH013,22.35,1.08,0.57,24.0,93.12,116220.0,8580.0,5633.33,2946.67
2025-04-20,SH014,20.52,1.1,2.38,24.0,85.49,106686.65,18113.34,5720.0,12393.34
2025-04-20,SH015,20.48,0.75,2.77,24.0,85.35,106513.33,18286.66,3900.0,14386.66
2025-04-21,SH001,21.15,1.98,0.87,24.0,88.12,124869.6,16826.4,11709.6,5116.8
2025-04-21,SH002,21.5,0.83,1.67,24.0,89.58,126936.0,14760.0,4920.0,9840.0
2025-04-21,SH003,21.75,1.5,0.75,24.0,90.63,128412.0,13284.0,8856.0,4428.0
2025-04-21,SH004,20.57,1.22,2.22,24.0,85.69,121425.6,20270.4,7183.2,13087.2
2025-04-21,SH005,15.42,3.85,4.73,24.0,64.24,91020.0,50676.0,22730.4,27945.6
2025-04-21,SH006,15.72,0.93,7.35,24.0,65.49,92791.2,48904.8,5510.4,43394.4
2025-04-21,SH007,20.73,1.03,2.23,24.0,86.39,122409.6,19286.4,6100.8,13185.6
2025-04-21,SH008,19.53,2.87,1.6,24.0,81.39,115324.8,26371.2,16924.8,9446.4
2025-04-21,SH009,20.07,1.65,2.28,24.0,83.61,118473.6,23222.4,9741.6,13480.8
2025-04-21,SH010,19.0,3.52,1.48,24.0,79.17,112176.0,29520.0,20762.4,8757.6
2025-04-21,SH011,22.8,0.55,0.65,24.0,95.0,118560.02,6240.0,2860.0,3380.0
2025-04-21,SH012,18.4,2.7,2.9,24.0,76.67,95680.01,29120.0,14040.0,15080.0
2025-04-21,SH013,22.2,0.62,1.18,24.0,92.5,115440.0,9360.0,3206.67,6153.33
2025-04-21,SH014,17.47,3.93,2.6,24.0,72.78,90826.65,33973.34,20453.34,13520.0
2025-04-21,SH015,20.98,0.43,2.58,24.0,87.43,109113.33,15686.66,2253.33,13433.33
2025-04-22,SH001,19.77,1.87,2.37,24.0,82.36,116702.4,24993.6,11020.8,13972.8
2025-04-22,SH002,21.97,0.27,1.77,24.0,91.53,129691.2,12004.8,1574.4,10430.4
2025-04-22,SH003,17.05,1.8,5.15,24.0,71.04,100663.2,41032.8,10627.2,30405.6
2025-04-22,SH004,20.62,1.95,1.43,24.0,85.9,121720.8,19975.2,11512.8,8462.4
2025-04-22,SH005,22.77,1.23,0.0,24.0,94.86,134414.4,7281.6,7281.6,0.0
2025-04-22,SH006,16.03,5.68,2.28,24.0,66.81,94660.8,47035.2,33554.4,13480.8
2025-04-22,SH007,21.3,2.52,0.18,24.0,88.75,125755.2,15940.8,14858.4,1082.4
2025-04-22,SH008,22.4,0.93,0.67,24.0,93.33,132249.6,9446.4,5510.4,3936.0
2025-04-22,SH009,20.6,2.03,1.37,24.0,85.83,121622.4,20073.6,12004.8,8068.8
2025-04-22,SH010,21.28,2.3,0.42,24.0,88.68,125656.8,16039.2,13579.2,2460.0
2025-04-22,SH011,21.27,1.22,1.52,24.0,88.61,110586.67,14213.33,6326.66,7886.67
2025-04-22,SH012,22.05,1.3,0.65,24.0,91.88,114660.0,10140.0,6760.0,3380.0
2025-04-22,SH013,24.0,0.0,0.0,24.0,100.0,124800.02,0.0,0.0,0.0
2025-04-22,SH014,17.58,1.28,5.13,24.0,73.26,91433.33,33366.66,6673.33,26693.33
2025-04-22,SH015,24.0,0.0,0.0,24.0,100.0,124800.0,0.0,0.0,0.0
2025-04-23,SH001,20.28,1.47,2.25,24.0,84.51,119752.8,21943.2,8659.2,13284.0
2025-04-23,SH002,19.68,2.9,1.42,24.0,82.01,116210.4,25485.6,17121.6,8364.0
2025-04-23,SH003,21.42,2.05,0.53,24.0,89.24,126444.0,15252.0,12103.2,3148.8
2025-04-23,SH004,21.95,1.88,0.17,24.0,91.46,129592.8,12103.2,11119.2,984.0
2025-04-23,SH005,18.0,4.18,1.82,24.0,75.0,106272.0,35424.0,24698.4,10725.6
2025-04-23,SH006,23.32,0.68,0.0,24.0,97.15,137661.6,4034.4,4034.4,0.0
2025-04-23,SH007,19.4,2.73,1.87,24.0,80.83,114537.6,27158.4,16137.6,11020.8
2025-04-23,SH008,21.48,2.05,0.47,24.0,89.51,126837.6,14858.4,12103.2,2755.2
2025-04-23,SH009,18.88,2.85,2.27,24.0,78.68,111487.2,30208.8,16826.4,13382.4
2025-04-23,SH010,22.0,0.72,1.28,24.0,91.67,129888.0,11808.0,4231.2,7576.8
2025-04-23,SH011,22.48,1.35,0.17,24.0,93.68,116913.34,7886.67,7020.0,866.67
2025-04-23,SH012,20.75,2.38,0.87,24.0,86.46,107900.0,16900.0,12393.33,4506.67
2025-04-23,SH013,22.67,0.58,0.75,24.0,94.44,117866.67,6933.33,3033.33,3900.0
2025-04-23,SH014,21.43,1.7,0.87,24.0,89.31,111453.33,13346.66,8839.99,4506.67
2025-04-23,SH015,22.82,0.63,0.55,24.0,95.07,118646.69,6153.33,3293.33,2860.0
2025-04-24,SH001,22.03,1.8,0.17,24.0,91.81,130084.8,11611.2,10627.2,984.0
2025-04-24,SH002,22.37,1.63,0.0,24.0,93.19,132052.8,9643.2,9643.2,0.0
2025-04-24,SH003,21.05,0.58,2.37,24.0,87.71,124279.2,17416.8,3444.0,13972.8
2025-04-24,SH004,20.77,1.03,2.2,24.0,86.53,122606.4,19089.6,6100.8,12988.8
2025-04-24,SH005,20.75,3.25,0.0,24.0,86.46,122508.0,19188.0,19188.0,0.0
2025-04-24,SH006,19.77,3.02,1.22,24.0,82.36,116702.4,24993.6,17810.4,7183.2
2025-04-24,SH007,22.42,1.58,0.0,24.0,93.4,132348.0,9348.0,9348.0,0.0
2025-04-24,SH008,22.15,1.47,0.38,24.0,92.29,130773.6,10922.4,8659.2,2263.2
2025-04-24,SH009,22.7,1.08,0.22,24.0,94.58,134020.8,7675.2,6396.0,1279.2
2025-04-24,SH010,21.2,1.42,1.38,24.0,88.33,125164.8,16531.2,8364.0,8167.2
2025-04-24,SH011,22.27,1.73,0.0,24.0,92.78,115786.67,9013.32,9013.32,0.0
2025-04-24,SH012,20.98,1.65,1.37,24.0,87.43,109113.33,15686.67,8580.0,7106.67
2025-04-24,SH013,19.58,3.15,1.27,24.0,81.6,101833.34,22966.68,16380.01,6586.67
2025-04-24,SH014,20.87,3.13,0.0,24.0,86.94,108506.65,16293.34,16293.34,0.0
2025-04-24,SH015,21.72,1.78,0.5,24.0,90.49,112926.68,11873.33,9273.33,2600.0
2025-04-25,SH001,20.43,1.13,2.43,24.0,85.14,120638.4,21057.6,6691.2,14366.4
2025-04-25,SH002,21.75,0.6,1.65,24.0,90.62,128412.0,13284.0,3542.4,9741.6
2025-04-25,SH003,18.0,2.55,3.45,24.0,75.0,106272.0,35424.0,15055.2,20368.8
2025-04-25,SH004,23.4,0.6,0.0,24.0,97.5,138153.6,3542.4,3542.4,0.0
2025-04-25,SH005,21.07,2.03,0.9,24.0,87.78,124377.6,17318.4,12004.8,5313.6
2025-04-25,SH006,21.28,2.72,0.0,24.0,88.68,125656.8,16039.2,16039.2,0.0
2025-04-25,SH007,17.83,2.1,4.07,24.0,74.31,105288.0,36408.0,12398.4,24009.6
2025-04-25,SH008,19.52,1.98,2.5,24.0,81.32,115226.4,26469.6,11709.6,14760.0
2025-04-25,SH009,18.25,2.1,3.65,24.0,76.04,107748.0,33948.0,12398.4,21549.6
2025-04-25,SH010,18.2,1.08,4.72,24.0,75.83,107452.8,34243.2,6396.0,27847.2
2025-04-25,SH011,21.93,1.72,0.35,24.0,91.39,114053.34,10746.66,8926.66,1820.0
2025-04-25,SH012,21.83,2.17,0.0,24.0,90.97,113533.34,11266.66,11266.66,0.0
2025-04-25,SH013,21.22,1.78,1.0,24.0,88.4,110326.67,14473.33,9273.33,5200.0
2025-04-25,SH014,21.23,2.02,0.75,24.0,88.47,110413.32,14386.66,10486.66,3900.0
2025-04-25,SH015,18.27,2.88,2.85,24.0,76.11,94986.67,29813.33,14993.33,14820.0
2025-04-26,SH001,20.57,2.33,1.1,24.0,85.69,121425.6,20270.4,13776.0,6494.4
2025-04-26,SH002,18.22,2.18,3.6,24.0,75.9,107551.2,34144.8,12890.4,21254.4
2025-04-26,SH003,20.52,1.95,1.53,24.0,85.49,121130.4,20565.6,11512.8,9052.8
2025-04-26,SH004,23.2,0.63,0.17,24.0,96.67,136972.8,4723.2,3739.2,984.0
2025-04-26,SH005,20.93,1.23,1.83,24.0,87.22,123590.4,18105.6,7281.6,10824.0
2025-04-26,SH006,21.07,2.77,0.17,24.0,87.78,124377.6,17318.4,16334.4,984.0
2025-04-26,SH007,20.03,1.75,2.22,24.0,83.47,118276.8,23419.2,10332.0,13087.2
2025-04-26,SH008,20.22,2.12,1.67,24.0,84.24,119359.2,22336.8,12496.8,9840.0
2025-04-26,SH009,21.38,2.62,0.0,24.0,89.1,126247.2,15448.8,15448.8,0.0
2025-04-26,SH010,19.65,0.77,3.58,24.0,81.87,116013.6,25682.4,4526.4,21156.0
2025-04-26,SH011,19.88,2.82,1.3,24.0,82.85,103393.35,21406.66,14646.66,6760.0
2025-04-26,SH012,15.98,5.08,2.93,24.0,66.6,83113.32,41686.66,26433.33,15253.33
2025-04-26,SH013,14.45,1.35,8.2,24.0,60.21,75139.99,49660.02,7020.01,42640.01
2025-04-26,SH014,20.35,1.28,2.37,24.0,84.79,105820.0,18980.01,6673.34,12306.67
2025-04-26,SH015,19.38,2.03,2.58,24.0,80.76,100793.34,24006.68,10573.34,13433.34
2025-04-27,SH001,18.33,4.15,1.52,24.0,76.39,108240.0,33456.0,24501.6,8954.4
2025-04-27,SH002,21.9,2.1,0.0,24.0,91.25,129297.6,12398.4,12398.4,0.0
2025-04-27,SH003,19.22,1.93,2.85,24.0,80.07,113455.2,28240.8,11414.4,16826.4
2025-04-27,SH004,17.12,0.0,6.88,24.0,71.32,101056.8,40639.2,0.0,40639.2
2025-04-27,SH005,23.08,0.92,0.0,24.0,96.18,136284.0,5412.0,5412.0,0.0
2025-04-27,SH006,20.53,1.57,1.9,24.0,85.56,121228.8,20467.2,9249.6,11217.6
2025-04-27,SH007,18.47,2.0,3.53,24.0,76.94,109027.2,32668.8,11808.0,20860.8
2025-04-27,SH008,20.33,2.5,1.17,24.0,84.72,120048.0,21648.0,14760.0,6888.0
2025-04-27,SH009,18.97,5.03,0.0,24.0,79.03,111979.2,29716.8,29716.8,0.0
2025-04-27,SH010,18.42,3.8,1.78,24.0,76.74,108732.0,32964.0,22435.2,10528.8
2025-04-27,SH011,21.18,1.87,0.95,24.0,88.26,110153.34,14646.68,9706.68,4940.0
2025-04-27,SH012,20.15,1.28,2.57,24.0,83.96,104780.0,20020.0,6673.33,13346.67
2025-04-27,SH013,16.5,1.77,5.73,24.0,68.75,85800.0,39000.01,9186.67,29813.34
